Key|Name|Region|Altitude_m|Country|Lat|Lng|Type|Notes|City_Col_Index|Col_Index|AHT|AHT_Max|AHT_Min|AR_Total|Record_Temps|Pop_Urban|GDP_Capita_City
Prince_George,_British_Columbia|Prince George, British Columbia|North America|575|Canada|"53° 55' 1"" N"|"122° 44' 58"" W"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|729|AFJ|9.7|22.4|-4|594.8|-50|71273|4
Moosonee|Moosonee|North America|9|Canada|"51° 16' 20"" N"|"80° 38' 35"" W"|2|Subarctic (cool summer, wet all year) climate|730|AFK|5.5|22.6|-13.6|703.7|44.7|1725|
Old_Crow,_Yukon|Old Crow, Yukon|North America|250|Canada|"67° 34' 0"" N"|"139° 48' 0"" W"|2|Subarctic (cool summer, wet all year) / tundra climate|731|AFL|-3.2|20.2|-25.2|278.5|-59.4|245|
Dawson_City|Dawson City|North America|370|Canada|"64° 3' 36"" N"|"139° 24' 39"" W"|2|Subarctic (cool summer, wet all year) climate|732|AFM|2.1|23.1|-21.8|324.6|-55.8|1319|
Rankin_Inlet|Rankin Inlet|North America|32|Canada|"62° 48' 35"" N"|"92° 5' 58"" W"|2|Subarctic (cool summer, wet all year) climate|733|AFN|-6.8|14.9|-27.3|310|-49.8|2266|5
Baker_Lake,_Nunavut|Baker Lake, Nunavut|North America|18|Canada|"64° 19' 5"" N"|"96° 1' 3"" W"|2|Subarctic (cool summer, wet all year) / tundra climate|734|AFO|-7.3|17|-27.7|272.6|-50.6|1165|5
Fort_Yukon,_Alaska|Fort Yukon, Alaska|North America|134|United States of America|"66° 34' 3"" N"|"145° 15' 23"" W"|2|Subarctic / subarctic (cool summer, wet all year) climate|735|AFP|-0.6|22.9|-23.8|166.8|-61|583|
Severnaya_Zemlya|Severnaya Zemlya|Russia & Central Asia|300|Russian Federation|"79° 30' 0"" N"|"97° 45' 0"" E"|2|Tundra climate|736|AFQ|-13|2|-26|202|-46||
Dudinka|Dudinka|Russia & Central Asia|25|Russian Federation|"69° 24' 0"" N"|"86° 11' 0"" E"|2|Subarctic (cool summer, wet all year) climate|737|AFR|-5|19.1|-22.7|519|-56.7|22175|2
Coyhaique|Coyhaique|South America|302|Chile|"45° 34' 0"" S"|"72° 4' 0"" W"|2|Oceanic climate|738|AFS|12.6|18.9|5.3|993.5||44850|3
Puerto_Montt|Puerto Montt|South America|14|Chile|"41° 28' 0"" S"|"72° 56' 0"" W"|2|Oceanic climate|739|AFT|14.5|19.2|9.9|1764.8||192473|3
Puerto_Aysen|Puerto Aysen|South America|11|Chile|"45° 24' 0"" S"|"72° 41' 0"" W"|2|Oceanic climate|740|AFU|12.8|17.9|6.9|2647.1||16936|3
Valdivia,_Chile|Valdivia, Chile|South America|8|Chile|"39° 48' 50"" S"|"73° 14' 45"" W"|2|Oceanic / warm summer Mediterranean climate|741|AFV|16.7|22.9|10.5|1787.5||129952|3
Temuco|Temuco|South America|114|Chile|"38° 45' 0"" S"|"72° 40' 0"" W"|2|Warm summer Mediterranean / oceanic climate|742|AFW|17.4|23.8|11.3|1212.2||232528|3
Concepcion,_Chile|Concepcion, Chile|South America|12|Chile|"36° 49' 41.5"" S"|"73° 3' 4.93"" W"|2|Warm summer Mediterranean / oceanic climate|743|AFX|17.4|22.1|12.9|1130.6||1322581|3
Talca|Talca|South America|102|Chile|"35° 26' 0"" S"|"71° 40' 0"" W"|2|Hot summer Mediterranean / oceanic climate|744|AFY|21.7|30.3|13.1|676.3||193755|2
Valparaiso|Valparaiso|South America|10|Chile|"33° 3' 0"" S"|"71° 37' 0"" W"|2|Warm summer Mediterranean / oceanic climate|745|AFZ|17.5|20.8|14.3|372.5||930220|2
Arica|Arica|South America|45|Chile|"18° 29' 0"" S"|"70° 20' 0"" W"|2|Cold desert climate|746|AGA|22|26.2|18.3|1.5||175441|2
San_Pedro_de_Atacama|San Pedro de Atacama|South America|2407|Chile|"22° 55' 0"" S"|"68° 12' 0"" W"|2|Cold desert climate|747|AGB|20.9|24.3|16.2|42||1938|3
Santiago|Santiago|South America|522|Chile|"33° 27' 0"" S"|"70° 40' 0"" W"|2|Cold semi-arid climate|748|AGC|22.1|29.4|14.3|281.9||6225000|3
Parana,_Argentina|Parana, Argentina|South America|60|Argentina|"26° 49' 0"" S"|"65° 13' 0"" W"|2|Humid subtropical climate|749|AGD|24.1|31.3|17.1|1069.1||247863|3
Bahia_Blanca|Bahia Blanca|South America|20|Argentina|"38° 43' 0"" S"|"62° 16' 0"" W"|2|Humid subtropical / oceanic climate|750|AGE|21.9|30.6|13.7|645.4|43.8|301572|3
Bilbao|Bilbao|Europe|19|Spain|"43° 15' 25"" N"|"2° 55' 25"" W"|2|Oceanic / warm summer Mediterranean climate|751|AGF|19.5|26|13.4|1122||950155|5
Toulouse|Toulouse|Europe|150|France|"43° 36' 16.2"" N"|"1° 26' 38.4"" E"|2|Humid subtropical / warm summer Mediterranean climate|752|AGG|18.5|28|9.5|638.3||1250000|4
Porto|Porto|Europe|1|Portugal|"41° 9' 43.71"" N"|"8° 37' 19.03"" W"|2|Warm summer Mediterranean / oceanic climate|753|AGH|19.6|25.7|13.8|1236.8||1474000|3
Oslo|Oslo|Europe|50|Norway|"59° 57' 0"" N"|"10° 45' 0"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|754|AGI|9.6|21.5|-1.8|763|-24.9|1500000|6
Bergen|Bergen|Europe|2|Norway|"60° 23' 22"" N"|"5° 19' 48"" E"|2|Oceanic / subpolar oceanic climate|755|AGJ|11.8|20.7|4.4|2250||403730|6
Tromso|Tromso|Europe|14|Norway|"69° 40' 58"" N"|"18° 56' 34"" E"|2|Subarctic (cool summer, wet all year) / subpolar oceanic climate|756|AGK|5.1|15.3|-2.2|1031||72066|5
Kiruna|Kiruna|Europe|460|Sweden|"67° 51' 0"" N"|"20° 13' 0"" E"|2|Subarctic (cool summer, wet all year) / tundra climate|757|AGL|1.8|17.9|-11.1|522.2|-43.3|18148|5
Norilsk|Norilsk|Russia & Central Asia|150|Russian Federation|"69° 20' 0"" N"|"88° 13' 0"" E"|2|Subarctic (cool summer, wet all year) / tundra climate|758|AGM|-6.1|18.2|-24.2|341|-53.1|175365|2
Bologna|Bologna|Europe|54|Italy|"44° 30' 27"" N"|"11° 21' 5"" E"||Humid subtropical climate|759|AGN|18.3|30.4|6|671.3||386298|5
Venice|Venice|Europe|1|Italy|"45° 26' 15"" N"|"12° 20' 9"" E"||Humid subtropical climate|760|AGO|17.2|27.7|6.6|748.4||264579|5
Trieste|Trieste|Europe|2|Italy|"45° 38' 00"" N"|"13° 48' 00"" E"||Humid subtropical climate|761|AGP|17.5|27.9|7.6|1003||205535|5
Split,_Croatia|Split, Croatia|Europe|0|Croatia|"43° 30' 36"" N"|"16° 27' 00"" E"||Humid subtropical / hot summer Mediterranean climate|762|AGQ|19.4|29.8|10.3|815.6||349314|2
Sochi|Sochi|Russia & Central Asia|40|Russian Federation|"43° 35' 07"" N"|"39° 43' 13"" E"||Humid subtropical climate|763|AGR|18.9|28.8|10.3|1703||343334|3
Yalta|Yalta|Russia & Central Asia|40|Russian Federation|"44° 29' 58"" N"|"34° 10' 12"" E"||Humid subtropical / hot summer Mediterranean climate|764|AGS|16.8|28.4|7.1|612||78115|3
Constanta|Constanta|Europe|25|Romania|"44° 10' 24"" N"|"28° 38' 18"" E"||Humid subtropical / oceanic climate|765|AGT|15.2|25.9|3.7|396|-25|425916|1
Batumi|Batumi|Russia & Central Asia|3|Georgia|"41° 38' 45"" N"|"41° 38' 30"" E"||Humid subtropical / oceanic climate|766|AGU|17.8|26|10|2718||154100|0
Sinop,_Turkey|Sinop, Turkey|Europe||Turkey|"42° 02' 00"" N"|"35° 09' 00"" E"||Oceanic / humid subtropical climate|767|AGV|17.3|26.2|9.6|681.5||38571|2
Plovdiv|Plovdiv|Europe|164|Bulgaria|"42° 9' 00"" N"|"24° 45' 00"" E"||Humid subtropical / humid continental (hot summer, wet all year) climate|768|AGW|18.5|30.6|5.4|502|-23|341567|1
In_Salah|In Salah|Africa|293|Algeria|"27° 11' 42"" N"|"2° 29' 0"" E"||Hot desert climate|769|AGX|34.8|46.4|22.3|15.7||32518|1
Adrar,_Algeria|Adrar, Algeria|Africa|258|Algeria|"27° 52' 00"" N"|"0° 17' 00"" W"||Hot desert climate|770|AGY|34.1|46.3|20.6|14.6||64781|0
Gran_Canaria|Gran Canaria|Africa|8|Spain|"27° 58' 00"" N"|"15° 36' 00"" W"||Hot desert / humid subtropical climate|771|AGZ|24.2|27.5|20.8|147||838397|4
Ponta_Delgada|Ponta Delgada|Europe|2|Portugal|"37° 49' 28"" N"|"25° 44' 50"" W"||Oceanic / warm summer Mediterranean climate|772|AHA|20.1|25.3|16.6|985.6||68809|3
Boa_Vista,_Roraima|Boa Vista, Roraima|South America|76|Brazil|"02° 49' 10"" N"|"60° 40' 17"" W"||Tropical savanna / tropical monsoon climate|773|AHB|32.4|33.7|30.3|1420.4||266901|3
Paramaribo|Paramaribo|South America|3|Brazil|"5° 52' 00"" N"|"55° 10' 00"" W"||Tropical rainforest climate|774|AHC|31.1|33|30|2160||240924|3
Georgetown,_Guyana|Georgetown, Guyana|South America|0|Guyana|"6° 48' 00"" N"|"58° 10' 00"" W"||Tropical rainforest climate|775|AHD|29.6|30.8|28.6|2260.3||235017|1
Port_of_Spain|Port of Spain|North America|3|Trinidad and Tobago|"10° 40' 00"" N"|"61° 31' 00"" W"||Tropical savanna climate|776|AHE|31.1|33.1|28|1408||269923|3
Nassau,_Bahamas|Nassau, Bahamas|North America|0|Bahamas|"25° 4' 00"" N"|"77° 20' 00"" W"||Tropical monsoon climate|777|AHF|28.8|32.1|25.4|1389.4||259300|4
San_Juan,_Puerto_Rico|San Juan, Puerto Rico|North America|8|Puerto Rico|"18° 24' 23"" N"|"66° 3' 50"" W"||Tropical monsoon climate|778|AHG|30.3|31.8|28.4|1431.29||2139000|4
Porto_Velho|Porto Velho|South America|83|Brazil|"8° 45' 43"" S"|"63° 54' 14"" W"||Tropical monsoon climate|779|AHH|32.3|34.3|31.3|2255.1||426558|1
Caracas|Caracas|South America|900|Venezuela|"10° 30' 00"" N"|"66° 55' 00"" W"||Tropical savanna climate|780|AHI|24.9|26|23.3|912.8||2861000|3
Panama_City|Panama City|North America|2|Panama|"8° 59' 00"" N"|"79° 31' 00"" W"||Tropical savanna climate|781|AHJ|33.8|35.4|32.6|1907.2||1498000|3
San_José,_Costa_Rica|San José, Costa Rica|North America|1172|Costa Rica|"9° 56' 00"" N"|"84° 5' 00"" W"||Tropical savanna climate|782|AHK|26.9|28.4|25.9|1971||1170000|3
Puerto_Baquerizo_Moreno|Puerto Baquerizo Moreno|South America|6|Ecuador|"00° 54' 09"" S"|"89° 36' 33"" W"||Hot semi-arid / tropical savanna climate|783|AHL|27.2|30|23.9|451.36||7475|1
Juan_Fernández_Islands|Juan Fernández Islands|South America|50|Chile|"33° 38' 42"" S"|"78° 49' 23"" W"||Warm summer Mediterranean / oceanic climate|784|AHM|18.2|22.1|14.8|936||800|
Hiva_Oa|Hiva Oa|Pacific|400|France|"9° 45' 00"" S"|"139° 00' 00"" W"||Tropical rainforest climate|785|AHN|29.6|31|28|1344||2190|2
Kiribati|Kiribati|Pacific|1|Kiribati|"1° 28' 00"" N"|"173° 2' 00"" E"||Tropical rainforest climate|786|AHO|31.5|31.8|31.3|2020|||1
Wake_Island|Wake Island|Pacific|7|United States of America|"19° 18' 00"" N"|"166° 38' 00"" E"||Tropical monsoon climate|787|AHP|29.7|31.2|27.8|906.4||94|
Bonin_Islands|Bonin Islands|Pacific|6|Japan|"26° 59' 53"" N"|"142° 13' 05"" E"||Humid subtropical / tropical savanna climate|788|AHQ|25.4|30|20.1|1292.6|||
Saipan|Saipan|Pacific|8|United States of America|"15° 10' 51"" N"|"145° 45' 21"" E"||Tropical monsoon climate|789|AHR|28.2|29.4|26.5|2118.11||48220|3
Palau|Palau|Pacific|3|Palau|"7° 30' 00"" N"|"134° 37' 00"" E"||Tropical rainforest climate|790|AHS|31|31.4|30.6|3758.3|||3
Île_Amsterdam|Île Amsterdam|South-East Asia|50|France|"37° 49' 33"" S"|"77° 33' 17"" E"||Oceanic / warm summer Mediterranean climate|791|AHT|16.1|19.8|13.3|1119|||
Diego_Garcia|Diego Garcia|Africa|3|United Kingdom of Great Britain and Northern Ireland|"7° 18' 48"" S"|"72° 24' 40"" E"||Tropical monsoon climate|792|AHU|30.3|31|30|2213||4239|
Malé|Malé|Africa|2.4|Maldives|"04° 10' 31"" N"|"073° 30' 32"" E"||Tropical monsoon climate|793|AHV|30.4|31.5|29.9|1949.3||153379|1
Socotra|Socotra|Africa|45|Yemen|"12° 30' 36"" N"|"53° 55' 12"" E"||Hot desert climate|794|AHW|31.1|34.2|27.2|258||44000|0
Dallol,_Ethiopia|Dallol, Ethiopia|Africa|-130|Ethiopia|"14° 14' 20.03"" N"|"40° 17' 35.75"" E"||Hot desert climate|795|AHX|41.2|46.7|36.1|10||0|
Al-Fashir|Al-Fashir|Africa|70|Sudan|"13° 37' 50"" N"|"25° 21' 0"" E"||Hot desert climate|796|AHY|34.7|38.9|29.8|212.5||263000|0
Abéché|Abéché|Africa|542||"13° 49' 59"" N"|"20° 50' 05"" E"||Hot desert / hot semi-arid climate|797|AHZ|36.2|40.2|32|372.9||76492|1
Juba|Juba|Africa|550||"4° 51' 00"" N"|"31° 36' 00"" E"||Tropical savanna climate|798|AIA|34.5|37.9|31.1|953.7|43.6|372410|1
Windhoek|Windhoek|Africa|1650|Namibia|"22° 34' 12"" S"|"17° 5' 1"" E"||Hot semi-arid climate|799|AIB|26.9|31.6|21|362.8||322500|2
Walvis_Bay|Walvis Bay|Africa|91|Namibia|"22° 57' 22"" S"|"14° 30' 29"" E"||Cold desert climate|800|AIC|18.5|20.4|15.7|10||85000|1
Sabha,_Libya|Sabha, Libya|Africa|420|Libya|"27° 02' 20"" N"|"14° 25' 35"" E"||Hot desert climate|801|AID|30.1|39|17|0.6||96872|0
Al_Jawf,_Libya|Al Jawf, Libya|Africa|382|Libya|"24° 13' 00"" N"|"23° 18' 00"" E"||Hot desert climate|802|AIE|31.2|39|21|3||17320|1
Wadi_Halfa|Wadi Halfa|Africa|183|Sudan|"21° 47' 00"" N"|"31° 22' 00"" E"||Hot desert climate|803|AIF|33.9|41.1|23.3|0.6|48.7|15725|0
Tazrouk|Tazrouk|Africa|1827|Algeria|"23° 25' 13"" N"|"6° 15' 56"" E"||Hot desert climate|804|AIG|26.4|33.7|16.4|55||4091|1
Tindouf|Tindouf|Africa|400|Algeria|"27° 40' 31"" N"|"8° 07' 43"" W"||Hot desert climate|805|AIH|32.5|45.7|21.6|19.4||45966|1
Dakhla,_Western_Sahara|Dakhla, Western Sahara|Africa|11|Western Sahara|"23° 43' 00"" N"|"15° 57' 00"" W"||Hot desert climate|806|AII|24.3|27|22|33||55618|1
Tunis|Tunis|Africa|20|Tunisia|"36° 48' 00"" N"|"10° 11' 00"" E"||Hot summer Mediterranean climate|807|AIJ|24.8|34.4|16.2|465.5|46.8|1990000|2
Tozeur|Tozeur|Africa|87||"33° 55' 00"" N"|"8° 8' 00"" E"||Hot desert climate|808|AIK|27.5|39.4|16.7|93|53|46422|1
Ouargla|Ouargla|Africa|219||"31° 57' 00"" N"|"5° 19' 00"" E"||Hot desert climate|809|AIL|32.3|45.9|18.5|45||191136|1
Illizi|Illizi|Africa|567||"26° 30' 18"" N"|"8° 28' 56"" E"||Hot desert climate|810|AIM|33.2|42.4|20.4|10.2||17252|1
Agadez|Agadez|Africa|520||"16° 58' 0"" N"|"7° 59' 0"" E"||Hot desert / hot semi-arid climate|811|AIN|35.9|41.3|27.9|111.4||118244|0
Albany,_Western_Australia|Albany, Western Australia|Australia & New Zealand|71|Australia|"35° 01' 22"" S"|"117° 52' 53"" E"||Warm summer Mediterranean climate|812|AIO|19.5|22.9|15.7|929.6|44.8|30656|5
Wiluna,_Western_Australia|Wiluna, Western Australia|Australia & New Zealand|521|Australia|"26° 35' 42"" S"|"120° 13' 30"" E"||Hot desert / hot semi-arid climate|813|AIP|29.2|38|19.4|257.4|48|681|
Geraldton|Geraldton|Australia & New Zealand|37|Australia|"28° 46' 28"" S"|"114° 36' 32"" E"||Hot summer Mediterranean climate|814|AIQ|25.9|32.6|19.5|445.2|47.7|35749|5
Coober_Pedy|Coober Pedy|Australia & New Zealand|226|Australia|"29° 0' 40"" S"|"134° 45' 20"" E"||Hot desert climate|815|AIR|27.5|36.7|18.4|128.9|47.1|1695|
Warburton,_Western_Australia|Warburton, Western Australia|Australia & New Zealand|459|Australia|"26° 08' 00"" S"|"126° 35' 00"" E"||Hot desert / hot semi-arid climate|816|AIS|29.7|38|20.7|246.8|47.7|474|
Toowoomba|Toowoomba|Australia & New Zealand|691|Australia|"27° 34' 00"" S"|"151° 57' 00"" E"||Subtropical highland / humid subtropical (dry winter, wet summer) climate|817|AIT|23.1|28.1|16.5|726.9||110472|5
Canberra|Canberra|Australia & New Zealand|577|Australia|"35° 18' 27"" S"|"149° 07' 27.9"" E"||Oceanic / humid continental (hot summer, wet all year) climate|818|AIU|19.7|28|11.4|616.6||381488|5
Mackay,_Queensland|Mackay, Queensland|Australia & New Zealand|11|Australia|"21° 08' 28"" S"|"149° 11' 10"" E"||Humid subtropical (dry winter, wet summer) / tropical savanna climate|819|AIV|27.1|30.6|22.5|1606.9||120000|5
Townsville|Townsville|Australia & New Zealand|7|Australia|"19° 15' 23"" S"|"146° 49' 6"" E"||Tropical savanna / humid subtropical (dry winter, wet summer) climate|820|AIW|28.9|31.5|25.1|1151.4|44.3|189238|5
Denver|Denver|North America|1564|United States of America|"39° 45' 43"" N"|"104° 52' 52"" W"||Cold semi-arid climate|821|AIX|18.1|31.9|6|363.2|-34|2559000|5
Cheyenne,_Wyoming|Cheyenne, Wyoming|North America|1848|United States of America|"41° 8' 44"" N"|"104° 48' 7"" W"||Cold semi-arid climate|822|AIY|14.7|28.6|3.4|404.7||96389|5
Billings,_Montana|Billings, Montana|North America|952|United States of America|"45° 47' 12"" N"|"108° 32' 14"" W"||Cold semi-arid climate|823|AIZ|15.2|30.4|1.8|346.9||166885|4
Lincoln,_Nebraska|Lincoln, Nebraska|North America|358|United States of America|"40° 48' 38"" N"|"96° 40' 49"" W"||Humid continental (hot summer, wet all year) climate|824|AJA|17.3|31.7|1.9|735.3|46.1|318945|5
Kansas_City,_Missouri|Kansas City, Missouri|North America|277|United States of America|"39° 05' 59"" N"|"94° 34' 42"" W"||Humid subtropical / humid continental (hot summer, wet all year) climate|825|AJB|18.8|32.3|4.2|992.1|45|1593000|5
Midland,_Texas|Midland, Texas|North America|848|United States of America|"32° 0' 00"" N"|"102° 6' 00"" W"||Hot semi-arid climate|826|AJC|25.2|34.8|14.1|370.7|46.7|295987|5
Colorado_Springs,_Colorado|Colorado Springs, Colorado|North America|1839|United States of America|"38° 52' 02"" N"|"104° 45' 39"" W"||Cold semi-arid climate|827|AJD|16.7|29.3|5.6|419||686908|5
Missoula,_Montana|Missoula, Montana|North America|978|United States of America|"46° 51' 45"" N"|"114° 0' 42"" W"||Cold semi-arid climate|828|AJE|14.5|29.9|-0.6|357.8||112684|4
Boise,_Idaho|Boise, Idaho|North America|830|United States of America|"43° 37' 00"" N"|"116° 12' 00"" W"||Cold semi-arid climate|829|AJF|17.5|32.9|3.1|297.8|43.9|664422|4
Eugene,_Oregon|Eugene, Oregon|North America|131|United States of America|"44° 03' 07"" N"|"123° 05' 12"" W"||Warm summer Mediterranean climate|830|AJG|17.4|28.2|7.6|1171.5||356212|5
Redding,_California|Redding, California|North America|172|United States of America|"40° 35' 00"" N"|"122° 22' 00"" W"||Hot summer Mediterranean climate|831|AJH|23.9|36.8|12.6|845.8|47.8|89861|5
Reno,_Nevada|Reno, Nevada|North America|1373|United States of America|"39° 31' 38"" N"|"119° 49' 19"" W"||Cold semi-arid climate|832|AJI|19.7|33.4|7.6|188||425417|5
Medford,_Oregon|Medford, Oregon|North America|421|United States of America|"42° 19' 55"" N"|"122° 51' 43"" W"||Hot summer Mediterranean climate|833|AJJ|20|32.6|7.7|465.4|46.1|208545|5
St._Louis|St. Louis|North America|142|United States of America|"38° 37' 38"" N"|"90° 11' 52"" W"||Humid continental (hot summer, wet all year) climate|834|AJK|19|31.7|4.4|1040.3|46.1|2186000|5
Birmingham,_Alabama|Birmingham, Alabama|North America|196|United States of America|"33° 39' 12"" N"|"86° 48' 32"" W"||Humid subtropical climate|835|AJL|23.2|32.7|12.1|1364.5||1143772|4
Jackson,_Mississippi|Jackson, Mississippi|North America|279|United States of America|"32° 17' 56"" N"|"90° 11' 05"" W"||Humid subtropical climate|836|AJM|24.2|33.1|13.4|1375.2||576382|4
Shreveport,_Louisiana|Shreveport, Louisiana|North America|85|United States of America|"32° 30' 53"" N"|"93° 44' 50"" W"||Humid subtropical climate|837|AJN|24.8|34.5|14.1|1305.5|43.3|446471|5
Fayetteville,_Arkansas|Fayetteville, Arkansas|North America|427|United States of America|"36° 4' 35"" N"|"94° 9' 39"" W"||Humid subtropical climate|838|AJO|20.2|31.9|7.9|1084.5|43.9|491966|4
Atlanta|Atlanta|North America|250|United States of America|"33° 45' 18"" N"|"84° 23' 24"" W"||Humid subtropical climate|839|AJP|22.1|31.7|11.3|1262.6|-23|5015000|5
Savannah,_Georgia|Savannah, Georgia|North America|15|United States of America|"32° 1' 00"" N"|"81° 7' 00"" W"||Humid subtropical climate|840|AJQ|25.2|33.6|15.8|1218.19||372708|5
Charleston,_South_Carolina|Charleston, South Carolina|North America|6|United States of America|"32° 47' 00"" N"|"79° 56' 00"" W"||Humid subtropical climate|841|AJR|24.5|32.8|15|1296.14||712220|4
Myrtle_Beach,_South_Carolina|Myrtle Beach, South Carolina|North America|8|United States of America|"33° 43' 00"" N"|"78° 53' 00"" W"||Humid subtropical climate|842|AJS|22.7|30.9|13.5|1225.54||269291|4
Boone,_North_Carolina|Boone, North Carolina|North America|1016|United States of America|"36° 12' 41"" N"|"81° 40' 7"" W"||Subtropical highland / humid continental (mild summer, wet all year) climate|843|AJT|16.3|26.1|5.3|1339.61||17186|5
Raleigh,_North_Carolina|Raleigh, North Carolina|North America|96|United States of America|"35° 46' 50"" N"|"78° 38' 20"" W"||Humid subtropical / humid continental (hot summer, wet all year) climate|844|AJU|22|32.3|10.5|1100.8||1085000|5
Charleston,_West_Virginia|Charleston, West Virginia|North America|190|United States of America|"38° 20' 50"" N"|"81° 38' 0"" W"||Humid subtropical / humid continental (hot summer, wet all year) climate|845|AJV|18.7|29.6|5.8|1117.4||222878|4
Cincinnati|Cincinnati|North America|147|United States of America|"39° 6' 00"" N"|"84° 31' 00"" W"||Humid subtropical / humid continental (hot summer, wet all year) climate|846|AJW|17.7|29.8|3.7|1080||1682000|5
Louisville|Louisville|North America|142|United States of America|"38° 15' 00"" N"|"85° 46' 00"" W"||Humid subtropical / humid continental (hot summer, wet all year) climate|847|AJX|19.8|31.5|6.1|1140.9||1025000|4
Pittsburgh|Pittsburgh|North America|250|United States of America|"40° 26' 23"" N"|"79° 58' 35"" W"||Humid continental (hot summer, wet all year) / humid subtropical climate|848|AJY|15.9|28.1|2.1|970|-30|1730000|5
Washington,_D.C.|Washington, D.C.|North America|30|United States of America|"38° 54' 17"" N"|"77° 00' 59"" W"||Humid subtropical / humid continental (hot summer, wet all year) climate|849|AJZ|19.3|31.3|6.3|1009.3|-26|4889000|6
Richmond,_Virginia|Richmond, Virginia|North America|45.7|United States of America|"37° 32' 00"" N"|"77° 28' 00"" W"||Humid subtropical / humid continental (hot summer, wet all year) climate|850|AKA|20.9|32.1|8.6|1107.5||1018000|5
Syracuse,_New_York|Syracuse, New York|North America|116|United States of America|"43° 02' 49"" N"|"76° 08' 40"" W"||Humid continental (mild summer, wet all year) climate|851|AKB|14.2|27.6|-0.3|977.2||662577|5
Atlantic_City,_New_Jersey|Atlantic City, New Jersey|North America|2|United States of America|"39° 22' 38"" N"|"74° 27' 04"" W"||Humid subtropical climate|852|AKC|16.4|27.4|5.4|1016.2||275549|5
Manchester,_New_Hampshire|Manchester, New Hampshire|North America|64|United States of America|"42° 59' 27"" N"|"71° 27' 49"" W"||Humid continental (hot summer, wet all year) / humid continental (mild summer, wet all year) climate|853|AKD|14.8|28|0.6|1132.4||403895|5
Portland,_Maine|Portland, Maine|North America|19|United States of America|"43° 40' 00"" N"|"70° 16' 00"" W"||Humid continental (mild summer, wet all year) climate|854|AKE|13.2|26|-0.4|1200.3||519900|4
Presque_Isle,_Maine|Presque Isle, Maine|North America|139|United States of America|"46° 40' 46"" N"|"68° 0' 8"" W"||Humid continental (mild summer, wet all year) climate|855|AKF|10.1|25.1|-6.3|895.9||9692|4
Rochester,_New_York|Rochester, New York|North America|154|United States of America|"43° 9' 56"" N"|"77° 36' 41"" W"||Humid continental (mild summer, wet all year) climate|856|AKG|13.9|27.2|-0.2|870.4||1082284|5
Burlington,_Vermont|Burlington, Vermont|North America|61|United States of America|"44° 28' 33"" N"|"073° 12' 43"" W"||Humid continental (mild summer, wet all year) climate|857|AKH|12.9|27.2|-2.7|935.2||214796|5
Grand_Rapids,_Michigan|Grand Rapids, Michigan|North America|200|United States of America|"42° 57' 40.5"" N"|"85° 39' 20.59"" W"||Humid continental (hot summer, wet all year) climate|858|AKI|14.4|28.2|-0.7|972.2||1027703|4
Green_Bay,_Wisconsin|Green Bay, Wisconsin|North America|177|United States of America|"44° 30' 48"" N"|"88° 0' 57"" W"||Humid continental (mild summer, wet all year) climate|859|AKJ|11.9|26.6|-4.3|749.9||312409|5
Fargo,_North_Dakota|Fargo, North Dakota|North America|274|United States of America|"46° 52' 38"" N"|"96° 47' 22"" W"||Humid continental (mild summer, wet all year) climate|860|AKK|11.4|28.1|-7.6|573.6|45.6|228291|5
Glasgow,_Montana|Glasgow, Montana|North America|638|United States of America|"48° 11' 1"" N"|"106° 38' 7"" W"||Cold semi-arid climate|861|AKL|12.2|28.8|-6.7|285.2|45|3250|4
Churchill,_Manitoba|Churchill, Manitoba|North America|0||"58° 46' 09"" N"|"094° 10' 09"" W"||Subarctic (cool summer, wet all year) climate|862|AKM|-2.3|18|-21.9|452.6|44.2|813|
Wrigley,_Northwest_Territories|Wrigley, Northwest Territories|North America|149||"63° 13' 41"" N"|"123° 28' 12"" W"||Subarctic (cool summer, wet all year) climate|863|AKN|1.4|23.4|-21.1|332.7|-53.3|133|
Surgut|Surgut|Russia & Central Asia|61||"61° 15' 00"" N"|"73° 26' 00"" E"||Subarctic (cool summer, wet all year) climate|864|AKO|2.3|22.4|-16.3|580|-55.2|306675|3
Bratsk|Bratsk|Russia & Central Asia|487||"56° 07' 00"" N"|"101° 36' 00"" E"||Subarctic (cool summer, wet all year) climate|865|AKP|3.3|23.6|-17.1|362.9|-53.9|246319|2
Faro,_Portugal|Faro|Europe|8||"37° 02' 00"" N"|"7° 55' 00"" W"||Hot summer Mediterranean climate|866|AKQ|22.2|29.2|16.1|508.8|44.3|64560|3
Murcia|Murcia|Europe|43||"37° 59' 10"" N"|"1° 7' 49"" W"||Hot semi-arid climate|867|AKR|24.9|34.2|16.6|295|47.2|502000|4
Salamanca|Salamanca|Europe|802||"40° 58' 00"" N"|"5° 40' 00"" W"||Warm summer Mediterranean climate|868|AKS|17.9|29.3|7.9|38.3||213399|4
A_Coruña|A Coruña|Europe|22||"43° 21' 54"" N"|"8° 24' 36"" W"||Oceanic / warm summer Mediterranean climate|869|AKT|17.8|22.8|13.5|1014||419800|4
Gijón|Gijón|Europe|3||"43° 32' 00"" N"|"5° 42' 00"" W"||Oceanic / warm summer Mediterranean climate|870|AKU|17.6|23.2|13.1|969||275735|4
